date,destination_id,historical_footfall,accommodation_occupancy,booking_demand,search_demand,event_pressure,holiday_pressure,weather_pressure,traffic_pressure,observed_pressure,source,data_quality,confidence
2023-03-30,darjeeling,68.4,64.3,65.4,61.4,9.0,13.9,73.8,67.6,54.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-03-30,kalimpong,43.8,44.3,41.6,34.4,5.1,14.6,71.3,43.8,38.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-03-30,lava,23.3,19.8,18.7,25.2,9.3,8.3,70.5,20.0,25.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-03-30,lolegaon,25.2,26.6,21.7,24.2,6.2,6.4,75.9,27.6,28.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-03-30,rishop,18.5,20.9,20.4,14.5,6.5,14.5,65.4,16.8,24.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-03-30,mirik,39.7,40.4,35.8,34.0,5.5,14.3,74.7,41.2,34.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-03-31,darjeeling,72.5,70.4,71.6,60.6,14.9,34.2,67.2,96.0,64.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-03-31,kalimpong,54.5,50.1,59.6,47.7,11.5,34.1,72.5,68.8,53.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-03-31,lava,31.7,29.7,34.3,24.8,5.4,36.5,64.2,42.5,30.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-03-31,lolegaon,30.0,30.3,32.1,30.7,17.8,38.0,69.9,41.6,37.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-03-31,rishop,24.2,20.7,29.5,16.7,14.6,30.7,67.8,38.6,29.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-03-31,mirik,44.0,44.4,50.8,38.9,10.9,37.4,64.5,62.4,42.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-01,darjeeling,92.5,86.1,95.0,82.0,11.7,34.5,76.6,100.0,75.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-01,kalimpong,69.1,64.6,71.0,61.9,5.7,32.8,77.7,84.7,62.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-01,lava,36.5,36.1,38.5,34.9,17.2,35.4,77.6,47.1,38.9,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-01,lolegaon,34.0,33.7,36.9,29.5,8.3,35.4,86.9,48.4,39.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-01,rishop,32.5,27.5,34.8,28.1,9.7,32.9,80.6,45.9,30.9,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-01,mirik,54.4,50.2,60.2,52.0,12.4,34.9,77.8,69.7,52.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-02,darjeeling,85.7,82.3,86.2,73.5,15.0,31.7,83.5,100.0,74.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-02,kalimpong,64.2,58.4,66.7,60.1,12.1,25.1,86.6,75.8,59.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-02,lava,35.4,33.1,39.8,26.9,12.8,28.7,82.6,48.0,34.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-02,lolegaon,28.5,24.0,35.4,20.4,16.1,35.0,86.1,40.3,33.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-02,rishop,32.2,26.7,37.0,25.1,13.7,34.2,84.3,44.2,37.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-02,mirik,51.9,49.4,59.2,41.6,8.9,30.5,80.5,61.3,48.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-03,darjeeling,73.9,69.9,66.3,61.4,7.6,7.7,82.3,76.8,57.9,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-03,kalimpong,50.1,48.9,47.1,49.0,5.9,11.9,87.2,52.0,42.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-03,lava,27.3,26.5,23.6,24.3,10.0,8.5,77.6,25.8,24.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-03,lolegaon,26.3,22.2,25.1,25.2,9.8,5.0,76.3,25.6,26.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-03,rishop,21.3,22.8,22.0,23.7,5.3,8.3,82.7,21.4,26.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-03,mirik,41.7,41.5,36.8,36.8,4.6,5.1,84.2,38.0,36.9,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-04,darjeeling,76.0,72.4,66.2,63.6,4.6,8.4,84.1,81.9,61.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-04,kalimpong,52.7,50.6,51.6,46.7,4.7,12.8,81.0,52.2,42.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-04,lava,31.1,27.6,30.4,25.5,6.3,7.1,84.2,30.5,31.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-04,lolegaon,29.7,26.2,23.6,31.0,7.0,13.4,82.9,26.2,28.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-04,rishop,24.7,26.1,24.7,23.8,4.5,5.3,81.0,22.7,26.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-04,mirik,46.4,41.3,41.1,37.0,8.3,12.8,87.0,42.7,42.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-05,darjeeling,71.1,66.7,65.4,59.5,9.4,12.3,82.3,76.1,61.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-05,kalimpong,55.1,55.3,52.1,44.8,7.8,9.6,84.6,52.5,50.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-05,lava,25.3,27.2,24.8,23.2,2.7,9.7,76.6,24.0,25.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-05,lolegaon,26.9,23.8,27.9,21.9,3.5,7.8,79.8,24.6,25.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-05,rishop,21.3,17.2,17.8,13.9,7.0,10.1,78.5,19.1,21.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-05,mirik,44.6,40.2,39.0,35.0,6.9,8.4,81.3,38.7,38.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-06,darjeeling,74.2,71.2,65.1,60.8,5.4,6.8,83.2,77.6,60.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-06,kalimpong,53.6,48.9,51.9,49.3,7.4,10.3,87.7,53.1,43.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-06,lava,28.6,23.9,28.8,29.4,5.7,9.6,84.2,28.0,27.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-06,lolegaon,24.5,25.9,23.5,25.7,5.1,12.0,84.0,25.6,27.9,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-06,rishop,26.7,24.7,20.8,23.2,4.8,9.6,78.0,26.3,25.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-06,mirik,40.4,40.5,39.5,33.8,7.2,12.9,82.4,37.5,36.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-07,darjeeling,82.8,78.8,84.6,77.6,10.0,30.1,85.8,100.0,72.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-07,kalimpong,61.8,58.4,62.7,56.0,6.0,39.0,82.9,75.8,54.9,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-07,lava,33.4,31.1,39.2,32.6,7.3,39.3,76.8,42.4,39.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-07,lolegaon,29.1,27.3,36.1,21.5,15.6,38.3,86.8,43.5,33.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-07,rishop,24.0,19.7,27.3,21.4,10.1,33.7,78.3,39.0,29.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-07,mirik,52.1,47.4,59.5,45.2,17.8,30.2,77.1,61.0,52.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-08,darjeeling,95.8,89.3,93.2,82.2,9.8,33.2,76.6,100.0,77.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-08,kalimpong,69.3,68.1,69.6,63.0,10.1,29.8,80.6,81.3,59.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-08,lava,37.1,36.2,41.9,29.5,10.0,38.9,86.1,45.5,43.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-08,lolegaon,30.8,25.5,32.5,29.3,11.3,31.6,87.9,40.3,35.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-08,rishop,32.0,29.4,37.1,31.0,12.9,31.4,78.2,43.3,34.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-08,mirik,54.2,48.4,58.7,48.5,16.0,28.6,82.0,65.9,50.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-09,darjeeling,88.2,81.8,93.0,78.3,14.2,26.7,81.8,100.0,76.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-09,kalimpong,66.7,66.6,71.6,58.3,6.0,38.3,77.1,79.8,63.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-09,lava,36.5,38.0,38.2,33.5,15.4,29.7,76.6,46.6,39.9,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-09,lolegaon,31.7,29.6,39.0,27.1,17.5,37.0,79.5,40.6,34.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-09,rishop,32.2,32.3,39.4,29.0,5.8,32.1,78.0,39.8,40.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-09,mirik,53.1,48.2,53.5,46.8,16.1,29.2,77.6,64.0,49.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-10,darjeeling,76.9,68.4,67.6,64.4,6.7,6.5,81.4,81.9,59.9,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-10,kalimpong,52.7,51.9,51.4,44.8,2.7,6.5,87.2,47.5,48.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-10,lava,28.8,31.0,28.7,22.7,5.5,11.4,78.5,28.3,27.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-10,lolegaon,28.2,23.4,23.3,23.8,4.4,12.5,85.0,26.2,30.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-10,rishop,23.2,23.5,21.1,16.9,9.0,5.1,87.1,21.3,22.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-10,mirik,44.5,38.2,44.3,40.5,9.6,9.3,87.0,44.4,35.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-11,darjeeling,73.2,66.9,64.1,66.0,5.1,12.7,85.0,77.8,58.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-11,kalimpong,51.7,50.1,45.0,46.0,7.4,13.3,76.1,46.2,42.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-11,lava,26.0,24.0,21.7,20.7,3.5,5.2,77.1,27.9,23.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-11,lolegaon,29.6,28.9,28.9,22.2,8.9,6.3,83.9,30.2,26.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-11,rishop,24.5,26.8,25.7,23.5,4.0,9.7,87.2,23.7,29.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-11,mirik,42.7,43.4,41.4,35.8,3.3,5.7,85.3,39.2,37.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-12,darjeeling,73.2,65.3,71.0,62.1,5.5,9.9,87.1,76.8,60.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-12,kalimpong,50.3,49.4,44.0,45.7,9.3,12.2,77.2,44.8,45.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-12,lava,29.3,25.5,26.5,29.7,3.2,11.4,87.2,28.1,29.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-12,lolegaon,29.2,28.0,27.0,30.1,5.9,9.4,86.1,29.0,33.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-12,rishop,26.0,24.8,19.9,27.4,8.5,9.8,82.8,27.1,25.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-12,mirik,42.5,41.0,42.8,33.3,6.3,14.6,77.0,39.6,40.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-13,darjeeling,76.3,72.9,67.6,62.5,5.1,6.9,84.4,82.0,59.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-13,kalimpong,49.9,48.0,47.8,40.3,3.5,12.2,83.1,47.8,41.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-13,lava,25.7,24.5,22.1,23.0,8.7,9.5,88.0,20.4,30.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-13,lolegaon,23.2,18.8,23.8,22.1,5.7,11.8,86.5,19.5,26.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-13,rishop,24.6,26.5,18.9,18.1,7.2,9.7,87.0,19.0,25.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-13,mirik,40.9,34.8,36.1,38.9,5.6,6.7,83.1,41.2,35.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-14,darjeeling,100.0,94.0,100.0,97.2,15.5,79.6,85.7,100.0,86.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-14,kalimpong,84.1,79.7,82.5,89.4,15.3,81.3,83.1,93.3,76.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-14,lava,38.3,33.1,42.6,47.7,12.2,79.7,87.1,45.5,50.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-14,lolegaon,36.7,36.7,37.9,44.2,5.1,78.4,77.1,49.2,47.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-14,rishop,35.7,32.9,43.3,46.1,14.0,78.5,83.7,46.1,41.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-14,mirik,64.7,57.1,65.0,68.9,17.4,80.6,85.4,73.9,67.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-15,darjeeling,98.2,90.2,95.3,86.7,6.2,30.4,85.1,100.0,79.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-15,kalimpong,74.5,68.2,74.1,68.5,13.9,39.5,81.7,84.0,69.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-15,lava,41.6,35.4,47.4,34.5,10.7,30.0,85.7,53.6,46.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-15,lolegaon,39.7,34.7,46.8,34.8,6.5,38.4,84.7,50.9,43.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-15,rishop,32.8,28.4,39.6,27.1,15.1,29.9,77.2,45.7,38.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-15,mirik,58.6,54.9,61.8,55.5,6.9,38.9,81.5,69.3,53.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-16,darjeeling,94.7,90.8,96.2,88.1,7.6,26.9,84.3,100.0,80.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-16,kalimpong,69.6,62.8,70.8,65.1,12.8,36.8,83.7,83.4,66.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-16,lava,36.1,37.7,44.1,27.6,16.1,32.3,87.9,48.3,42.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-16,lolegaon,36.6,36.3,39.6,30.5,12.5,38.4,83.1,45.1,38.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-16,rishop,32.8,26.9,42.0,24.3,11.1,36.5,76.4,44.1,32.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-16,mirik,59.8,55.8,60.9,53.2,5.2,36.0,87.4,68.2,55.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-17,darjeeling,82.3,78.5,72.4,72.2,4.4,12.0,86.3,86.5,67.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-17,kalimpong,61.3,60.6,55.6,56.8,5.0,9.6,83.6,60.4,51.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-17,lava,29.4,30.8,25.7,21.2,5.4,7.7,87.4,27.2,30.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-17,lolegaon,26.8,28.2,26.5,19.1,9.6,11.7,86.7,21.8,24.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-17,rishop,26.1,25.5,22.9,19.7,6.5,5.7,84.5,21.4,27.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-17,mirik,45.9,43.0,45.7,41.2,9.7,7.1,84.9,40.5,40.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-18,darjeeling,82.7,75.9,77.5,70.5,2.5,8.5,81.8,85.1,67.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-18,kalimpong,60.6,57.2,54.1,54.5,8.4,14.5,85.7,60.4,53.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-18,lava,29.4,30.8,26.7,21.7,9.2,7.9,87.5,23.7,28.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-18,lolegaon,29.7,30.9,27.5,27.4,4.3,14.7,82.5,24.1,33.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-18,rishop,25.9,23.9,25.0,20.7,2.5,13.7,78.8,27.2,25.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-18,mirik,47.5,45.8,42.3,42.7,7.6,13.4,81.3,42.4,39.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-19,darjeeling,81.1,78.5,72.0,69.0,5.9,14.7,85.2,79.8,62.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-19,kalimpong,57.1,57.1,54.2,48.1,9.8,13.4,84.3,55.3,51.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-19,lava,30.0,26.1,23.9,24.6,3.0,7.6,78.2,27.8,29.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-19,lolegaon,28.6,25.9,26.6,21.8,4.4,14.2,80.9,26.3,28.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-19,rishop,24.5,22.7,21.1,16.6,7.9,14.8,80.0,24.2,24.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-19,mirik,51.7,52.4,48.2,42.0,6.5,14.1,81.3,48.9,44.9,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-20,darjeeling,85.3,83.4,75.6,75.6,4.5,9.0,86.1,86.9,67.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-20,kalimpong,60.4,57.4,53.3,57.5,4.2,5.2,82.5,56.3,49.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-20,lava,33.6,28.3,31.0,26.5,4.5,11.1,87.3,33.2,31.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-20,lolegaon,32.2,29.2,28.6,26.2,4.8,14.8,86.5,25.6,31.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-20,rishop,28.6,26.4,30.3,28.2,4.3,13.1,87.6,24.9,30.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-20,mirik,49.2,42.9,42.9,43.0,8.9,14.9,76.8,49.0,41.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-21,darjeeling,94.5,85.5,94.2,87.3,10.4,33.3,84.5,100.0,78.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-21,kalimpong,65.6,62.1,64.7,61.0,15.8,29.6,82.7,78.8,60.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-21,lava,33.1,27.1,36.6,33.7,15.8,32.1,83.8,48.5,36.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-21,lolegaon,34.5,30.4,36.7,28.1,17.9,26.0,84.9,47.0,39.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-21,rishop,31.0,32.1,37.5,27.0,14.0,26.8,82.2,43.1,37.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-21,mirik,51.5,47.0,58.4,41.7,7.1,29.1,81.0,67.8,48.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-22,darjeeling,100.0,92.3,100.0,92.4,11.7,36.5,78.2,100.0,80.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-22,kalimpong,76.0,74.1,79.4,64.9,13.9,35.3,77.2,88.5,64.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-22,lava,42.7,36.2,47.4,36.3,11.3,30.1,86.9,49.2,43.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-22,lolegaon,34.5,35.6,40.6,33.7,11.8,33.0,82.6,48.4,41.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-22,rishop,31.3,29.1,33.4,30.7,17.0,32.2,79.7,41.6,38.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-22,mirik,61.3,59.7,63.1,56.0,5.4,37.2,78.7,75.2,52.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-23,darjeeling,94.7,86.8,92.1,79.6,6.0,35.4,85.4,100.0,77.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-23,kalimpong,66.7,59.6,71.7,58.8,5.8,26.8,79.0,76.6,54.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-23,lava,39.6,39.3,46.7,39.0,7.7,38.5,78.2,48.9,46.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-23,lolegaon,38.0,39.3,41.7,30.0,11.5,35.9,78.9,49.5,43.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-23,rishop,29.4,28.3,31.2,23.0,7.5,29.2,86.8,41.7,35.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-23,mirik,55.6,52.3,60.8,47.6,12.7,31.6,87.5,65.2,52.9,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-24,darjeeling,82.7,76.8,73.8,70.1,2.9,14.8,77.5,81.8,66.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-24,kalimpong,60.8,57.6,52.3,51.8,2.9,7.8,83.2,55.6,51.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-24,lava,35.7,33.1,33.3,29.3,8.8,6.9,76.8,34.2,29.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-24,lolegaon,27.5,29.8,25.2,20.3,5.5,11.6,77.0,22.6,27.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-24,rishop,26.3,25.4,21.0,27.4,9.8,5.6,87.7,22.6,21.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-24,mirik,46.0,45.9,44.1,38.3,7.7,10.8,79.3,45.1,37.0,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-25,darjeeling,84.7,78.8,77.7,75.6,5.2,9.8,79.3,88.9,67.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-25,kalimpong,59.4,56.9,51.7,48.3,2.4,5.7,84.1,59.7,49.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-25,lava,31.6,31.1,26.3,29.0,2.8,5.8,85.0,30.6,30.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-25,lolegaon,30.8,28.9,26.4,25.5,8.9,10.5,87.4,24.1,28.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-25,rishop,26.5,28.2,23.4,21.5,5.0,9.6,76.4,24.5,27.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-25,mirik,50.0,46.9,43.1,46.2,5.9,6.1,84.1,47.3,40.9,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-26,darjeeling,85.0,80.5,78.0,78.3,6.1,8.9,81.9,90.8,66.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-26,kalimpong,62.7,57.5,53.9,50.6,8.7,8.5,84.9,54.9,48.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-26,lava,35.1,31.7,29.1,29.3,4.9,8.5,83.9,29.0,29.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-26,lolegaon,32.6,27.2,28.4,27.1,2.2,8.3,81.5,32.1,27.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-26,rishop,27.5,29.1,23.4,26.2,6.7,14.9,80.5,23.9,24.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-26,mirik,45.8,44.5,40.8,40.3,8.1,8.4,83.4,41.5,38.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-27,darjeeling,83.3,78.3,79.4,76.2,8.7,10.4,79.4,81.8,68.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-27,kalimpong,57.5,56.0,49.6,54.0,2.8,8.4,76.8,56.7,47.1,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-27,lava,32.2,27.9,32.0,29.9,4.4,13.0,81.2,29.2,31.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-27,lolegaon,30.6,28.4,30.3,23.7,2.1,12.0,86.4,28.4,32.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-27,rishop,25.0,27.2,24.9,21.7,9.5,10.3,83.4,25.1,25.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-27,mirik,49.5,46.7,44.5,40.0,3.2,11.9,79.6,45.1,42.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-28,darjeeling,91.4,88.6,88.6,77.5,10.4,37.4,83.8,100.0,74.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-28,kalimpong,63.7,57.4,64.6,59.3,11.0,33.4,81.2,78.7,56.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-28,lava,33.2,28.5,35.6,26.8,15.4,34.9,78.1,48.2,39.8,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-28,lolegaon,29.8,30.9,32.1,27.2,16.3,38.5,80.9,41.8,35.9,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-28,rishop,31.6,26.4,40.6,30.1,6.8,26.7,84.8,46.4,32.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-28,mirik,57.7,57.7,59.1,54.6,8.1,26.8,85.7,68.1,53.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-29,darjeeling,100.0,93.1,100.0,85.4,10.5,27.2,78.1,100.0,77.5,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-29,kalimpong,74.0,69.5,75.1,69.6,9.1,31.4,84.2,89.9,66.3,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-29,lava,43.1,44.0,46.6,40.1,15.7,25.3,87.6,53.5,46.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-29,lolegaon,39.8,38.9,46.9,32.4,12.2,29.6,87.5,49.2,39.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-29,rishop,36.2,31.0,44.2,35.4,10.1,38.6,80.7,50.1,40.7,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-29,mirik,62.9,57.0,63.6,59.3,16.9,34.5,86.6,75.8,59.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-30,darjeeling,96.5,87.0,99.7,88.2,17.2,32.1,81.0,100.0,78.4,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-30,kalimpong,72.1,70.4,75.9,63.5,9.6,34.0,85.8,86.5,60.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-30,lava,38.1,32.0,39.5,34.9,13.2,36.9,77.6,48.2,38.6,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-30,lolegaon,32.0,27.3,37.6,32.9,15.8,36.4,86.2,46.0,37.2,SYNTHETIC_GENERATOR,HIGH,0.92
2023-04-30,rishop,34.3,30.8,39.4,32.5,8.4,35.3,85.9,47.3,39.7,SYNTHETIC_GENERATOR,HIGH,0.92
